transaction_id,user_id,merchant_id,merchant_category,amount,txn_timestamp,is_fraud
T105153,U10280,M1002,restaurant,31.68,2026-07-07 23:58:31,0
T104546,U10045,M1052,gaming,47.44,2026-07-08 00:14:48,0
T105787,U10231,M1010,gambling,221.68,2026-07-08 01:10:06,1
T100465,U10151,M1032,grocery,35.97,2026-07-08 01:50:06,0
T106869,U10155,M1055,grocery,50.97,2026-07-08 02:05:35,0
T101212,U10250,M1016,gambling,38.31,2026-07-08 02:27:00,1
T102279,U10238,M1028,gambling,24.9,2026-07-08 03:14:46,0
T102015,U10102,M1019,crypto,41.41,2026-07-08 03:15:49,0
T107214,U10049,M1020,gambling,37.52,2026-07-08 03:38:45,0
T103913,U10269,M1034,fashion,563.72,2026-07-08 03:46:09,0
T107927,U10012,M1021,gaming,11.82,2026-07-08 04:21:09,1
T107411,U10156,M1037,fashion,34.82,2026-07-08 04:35:05,0
T101997,U10069,M1030,crypto,13.3,2026-07-08 04:59:55,0
T101224,U10066,M1039,restaurant,16.13,2026-07-08 05:54:56,0
T107420,U10244,M1008,travel,83.25,2026-07-08 07:00:05,0
T104817,U10173,M1030,crypto,33.44,2026-07-08 07:00:42,0
T102517,U10235,M1000,grocery,163.28,2026-07-08 07:20:41,0
T107490,U10158,M1059,restaurant,43.66,2026-07-08 07:34:07,0
T104902,U10289,M1031,travel,74.3,2026-07-08 07:43:42,0
T100560,U10007,M1031,travel,33.52,2026-07-08 08:55:13,0
T106830,U10266,M1036,fashion,56.13,2026-07-08 09:12:17,0
T102684,U10085,M1026,crypto,42.99,2026-07-08 09:14:25,1
T102424,U10001,M1014,utilities,50.26,2026-07-08 09:19:37,0
T104341,U10143,M1044,grocery,15.46,2026-07-08 09:36:38,0
T104882,U10104,M1034,fashion,37.66,2026-07-08 09:47:32,0
T106818,U10054,M1007,restaurant,21.75,2026-07-08 10:17:44,0
T105197,U10277,M1002,restaurant,72.47,2026-07-08 10:30:51,0
T100715,U10151,M1021,gaming,51.39,2026-07-08 10:35:19,0
T107060,U10161,M1028,gambling,41.53,2026-07-08 10:45:22,0
T106875,U10275,M1038,travel,83.08,2026-07-08 11:22:11,0
T101474,U10020,M1001,utilities,28.06,2026-07-08 11:28:06,0
T103511,U10288,M1007,restaurant,54.19,2026-07-08 11:43:09,0
T100629,U10047,M1012,utilities,26.84,2026-07-08 12:03:55,0
T105766,U10128,M1040,electronics,19.82,2026-07-08 12:40:48,0
T102073,U10031,M1054,crypto,28.62,2026-07-08 13:38:07,0
T100768,U10155,M1014,utilities,30.33,2026-07-08 13:43:17,0
T102268,U10099,M1034,fashion,29.4,2026-07-08 13:55:50,0
T105827,U10253,M1018,fashion,102.22,2026-07-08 14:33:42,0
T103513,U10029,M1043,gaming,67.77,2026-07-08 14:39:15,0
T102589,U10227,M1001,utilities,30.48,2026-07-08 14:46:47,0
T104541,U10262,M1004,crypto,32.81,2026-07-08 14:58:20,0
T104648,U10117,M1053,crypto,63.81,2026-07-08 15:03:39,0
T106659,U10230,M1008,travel,7.02,2026-07-08 15:14:04,0
T106783,U10233,M1008,travel,40.12,2026-07-08 15:39:39,0
T107547,U10150,M1014,utilities,89.66,2026-07-08 15:46:07,0
T105859,U10056,M1017,electronics,37.92,2026-07-08 15:48:28,0
T103279,U10021,M1003,crypto,90.73,2026-07-08 15:59:12,0
T102785,U10166,M1058,utilities,63.78,2026-07-08 16:24:04,0
T103324,U10181,M1025,restaurant,28.32,2026-07-08 16:24:23,0
T101924,U10146,M1041,utilities,43.15,2026-07-08 16:28:18,0
T107165,U10274,M1027,fashion,30.17,2026-07-08 16:42:17,0
T100553,U10173,M1057,electronics,44.11,2026-07-08 17:16:16,0
T102723,U10291,M1042,utilities,36.15,2026-07-08 17:39:47,0
T100798,U10293,M1034,fashion,52.6,2026-07-08 18:33:04,0
T104323,U10006,M1039,restaurant,55.1,2026-07-08 19:14:54,0
T107916,U10238,M1039,restaurant,36.83,2026-07-08 19:20:34,0
T103928,U10272,M1007,restaurant,420.35,2026-07-08 19:39:01,0
T103857,U10294,M1042,utilities,126.7,2026-07-08 19:39:49,0
T105686,U10093,M1033,gambling,34.73,2026-07-08 19:42:59,0
T101443,U10153,M1030,crypto,40.45,2026-07-08 20:00:10,0
T106285,U10029,M1007,restaurant,34.98,2026-07-08 20:02:08,0
T105352,U10284,M1009,grocery,50.85,2026-07-08 20:05:14,0
T107509,U10082,M1020,gambling,33.95,2026-07-08 20:55:40,0
T107598,U10119,M1036,fashion,43.72,2026-07-08 21:11:27,0
T100329,U10092,M1034,fashion,40.67,2026-07-08 21:15:40,0
T100128,U10122,M1007,restaurant,35.08,2026-07-08 21:40:29,0
T105828,U10182,M1019,crypto,33.91,2026-07-08 22:06:22,0
T101667,U10060,M1032,grocery,59.2,2026-07-08 22:11:57,0
T103229,U10121,M1028,gambling,14.79,2026-07-08 22:14:23,0
T100708,U10188,M1035,grocery,24.48,2026-07-08 22:25:03,0
T102249,U10299,M1016,gambling,19.45,2026-07-08 22:28:43,0
T106663,U10035,M1006,grocery,98.1,2026-07-08 22:40:22,0
T100788,U10093,M1033,gambling,46.66,2026-07-08 22:48:10,0
T107273,U10006,M1041,utilities,129.73,2026-07-08 23:25:25,0
T105905,U10022,M1022,electronics,31.02,2026-07-08 23:36:21,0
T105991,U10148,M1048,restaurant,30.25,2026-07-09 01:57:46,0
T106574,U10002,M1029,crypto,3.3,2026-07-09 02:23:04,0
T106542,U10025,M1050,utilities,24.92,2026-07-09 03:28:03,0
T103470,U10236,M1003,crypto,31.24,2026-07-09 03:29:30,0
T107608,U10292,M1043,gaming,42.89,2026-07-09 03:31:21,0
T107196,U10251,M1038,travel,19.55,2026-07-09 03:59:29,0
T101931,U10274,M1022,electronics,41.21,2026-07-09 04:05:48,0
T102350,U10100,M1044,grocery,24.25,2026-07-09 04:50:56,0
T101856,U10007,M1059,restaurant,44.08,2026-07-09 04:54:21,0
T101871,U10171,M1047,fashion,339.29,2026-07-09 05:14:38,0
T107276,U10225,M1011,pharmacy,395.43,2026-07-09 05:21:02,0
T103862,U10087,M1011,pharmacy,58.8,2026-07-09 05:29:28,0
T104040,U10253,M1008,travel,34.62,2026-07-09 07:00:02,0
T102828,U10167,M1054,crypto,24.21,2026-07-09 07:16:34,0
T100115,U10102,M1010,gambling,43.43,2026-07-09 07:32:00,0
T106834,U10105,M1015,utilities,15.61,2026-07-09 07:47:13,0
T104306,U10272,M1029,crypto,67.01,2026-07-09 08:07:50,0
T100007,U10143,M1035,grocery,115.04,2026-07-09 08:14:21,0
T101796,U10283,M1021,gaming,46.89,2026-07-09 08:15:35,0
T101815,U10141,M1050,utilities,49.0,2026-07-09 08:27:45,0
T106649,U10156,M1008,travel,43.38,2026-07-09 08:38:49,0
T103636,U10245,M1020,gambling,30.69,2026-07-09 09:55:25,1
T107008,U10095,M1040,electronics,64.81,2026-07-09 10:04:39,0
T103220,U10176,M1035,grocery,36.98,2026-07-09 10:17:28,0
T101470,U10182,M1011,pharmacy,22.78,2026-07-09 10:22:25,0
T107104,U10004,M1009,grocery,38.3,2026-07-09 10:38:32,0
T100561,U10244,M1047,fashion,225.46,2026-07-09 11:01:41,1
T105667,U10029,M1054,crypto,41.08,2026-07-09 11:34:19,0
T104338,U10082,M1001,utilities,20.72,2026-07-09 12:44:16,0
T103042,U10108,M1044,grocery,43.0,2026-07-09 12:51:10,0
T107538,U10240,M1051,electronics,11.82,2026-07-09 12:51:28,0
T101817,U10240,M1021,gaming,65.61,2026-07-09 14:47:46,0
T107864,U10135,M1008,travel,15.01,2026-07-09 15:24:21,0
T101745,U10074,M1041,utilities,12.37,2026-07-09 15:52:18,0
T101411,U10140,M1032,grocery,37.91,2026-07-09 16:20:14,0
T107161,U10170,M1047,fashion,85.13,2026-07-09 16:30:20,0
T104545,U10033,M1035,grocery,52.52,2026-07-09 17:42:02,0
T102856,U10061,M1049,utilities,45.92,2026-07-09 17:58:21,0
T106026,U10291,M1018,fashion,17.87,2026-07-09 18:22:20,0
T101219,U10233,M1031,travel,49.31,2026-07-09 18:52:30,0
T100705,U10084,M1046,crypto,59.16,2026-07-09 19:24:19,1
T106562,U10128,M1058,utilities,13.32,2026-07-09 19:27:04,0
T105870,U10037,M1018,fashion,12.14,2026-07-09 19:35:42,0
T106539,U10125,M1043,gaming,143.34,2026-07-09 19:53:21,0
T101537,U10074,M1003,crypto,5.58,2026-07-09 19:55:12,0
T100550,U10138,M1032,grocery,40.16,2026-07-09 20:25:28,0
T104862,U10063,M1026,crypto,59.26,2026-07-09 20:25:42,0
T107451,U10264,M1010,gambling,23.95,2026-07-09 20:51:46,0
T101665,U10053,M1031,travel,20.04,2026-07-09 21:46:56,0
T107697,U10198,M1039,restaurant,9.88,2026-07-09 21:49:10,0
T106316,U10254,M1045,pharmacy,21.58,2026-07-09 22:11:10,0
T103767,U10219,M1022,electronics,11.33,2026-07-09 22:33:03,0
T105899,U10218,M1053,crypto,142.72,2026-07-10 00:46:45,0
T103719,U10104,M1018,fashion,33.92,2026-07-10 01:27:04,0
T105740,U10234,M1040,electronics,179.21,2026-07-10 01:58:31,0
T102496,U10122,M1039,restaurant,19.61,2026-07-10 02:03:38,0
T101442,U10203,M1037,fashion,54.27,2026-07-10 02:20:24,0
T105261,U10005,M1056,gambling,117.84,2026-07-10 02:36:31,0
T106546,U10161,M1040,electronics,52.8,2026-07-10 02:42:40,0
T100207,U10099,M1026,crypto,124.27,2026-07-10 02:46:44,0
T102627,U10098,M1018,fashion,18.29,2026-07-10 02:58:34,0
T103746,U10286,M1016,gambling,29.76,2026-07-10 03:04:20,0
T104217,U10087,M1020,gambling,34.71,2026-07-10 03:58:40,0
T103464,U10257,M1013,utilities,47.82,2026-07-10 04:26:51,0
T100834,U10189,M1057,electronics,47.05,2026-07-10 04:38:35,0
T102079,U10241,M1010,gambling,42.36,2026-07-10 04:46:17,0
T100671,U10006,M1033,gambling,23.83,2026-07-10 05:06:19,0
T102650,U10202,M1007,restaurant,26.79,2026-07-10 05:08:59,0
T101459,U10265,M1050,utilities,22.48,2026-07-10 05:15:04,0
T101345,U10107,M1039,restaurant,28.24,2026-07-10 06:29:14,0
T101783,U10209,M1022,electronics,25.42,2026-07-10 07:26:04,0
T102809,U10043,M1017,electronics,34.78,2026-07-10 07:36:27,0
T101955,U10075,M1019,crypto,50.76,2026-07-10 08:21:22,0
T100345,U10214,M1032,grocery,61.67,2026-07-10 09:05:19,0
T105786,U10203,M1058,utilities,37.01,2026-07-10 09:43:01,0
T106244,U10142,M1004,crypto,28.62,2026-07-10 10:41:06,0
T101040,U10063,M1016,gambling,45.27,2026-07-10 11:23:44,0
T103038,U10108,M1008,travel,128.68,2026-07-10 12:02:03,0
T103101,U10217,M1052,gaming,72.32,2026-07-10 12:28:18,0
T103333,U10257,M1044,grocery,90.6,2026-07-10 12:54:37,0
T104059,U10108,M1013,utilities,1090.35,2026-07-10 13:29:48,1
T101849,U10042,M1046,crypto,37.36,2026-07-10 14:20:07,0
T102638,U10070,M1027,fashion,19.28,2026-07-10 14:29:25,0
T102520,U10154,M1021,gaming,69.35,2026-07-10 14:35:53,0
T105618,U10282,M1029,crypto,98.32,2026-07-10 14:44:36,0
T106914,U10163,M1014,utilities,60.29,2026-07-10 14:49:05,0
T105552,U10174,M1041,utilities,9.04,2026-07-10 16:16:23,0
T102783,U10298,M1006,grocery,51.09,2026-07-10 16:25:45,0
T105253,U10266,M1020,gambling,17.44,2026-07-10 16:39:40,0
T103127,U10291,M1053,crypto,32.16,2026-07-10 16:43:05,0
T104578,U10014,M1014,utilities,25.42,2026-07-10 16:48:14,0
T104206,U10062,M1007,restaurant,74.22,2026-07-10 16:51:47,0
T106472,U10017,M1049,utilities,77.38,2026-07-10 17:30:16,0
T105534,U10268,M1022,electronics,9.05,2026-07-10 17:36:18,0
T103865,U10017,M1010,gambling,53.07,2026-07-10 17:39:35,0
T107120,U10015,M1036,fashion,19.44,2026-07-10 18:01:37,0
T104962,U10268,M1022,electronics,21.69,2026-07-10 18:03:34,0
T103467,U10179,M1022,electronics,17.76,2026-07-10 18:12:13,0
T106908,U10203,M1005,fashion,307.45,2026-07-10 18:17:35,0
T103281,U10011,M1045,pharmacy,31.95,2026-07-10 18:43:32,0
T101929,U10093,M1040,electronics,40.2,2026-07-10 19:03:33,0
T106405,U10162,M1011,pharmacy,36.38,2026-07-10 20:20:38,0
T100876,U10283,M1016,gambling,158.25,2026-07-10 20:43:22,0
T103463,U10278,M1006,grocery,97.54,2026-07-10 21:18:42,0
T100563,U10194,M1056,gambling,21.51,2026-07-10 21:36:37,1
T101154,U10220,M1058,utilities,46.25,2026-07-10 21:37:14,0
T104202,U10192,M1018,fashion,196.14,2026-07-10 21:39:47,1
T104035,U10187,M1021,gaming,26.47,2026-07-10 21:44:22,0
T107963,U10241,M1030,crypto,68.45,2026-07-10 23:44:24,0
T100449,U10297,M1025,restaurant,68.73,2026-07-10 23:57:46,0
T102066,U10061,M1044,grocery,19.77,2026-07-11 01:08:02,0
T106334,U10259,M1031,travel,18.14,2026-07-11 01:22:23,0
T106340,U10076,M1049,utilities,10.8,2026-07-11 02:19:23,0
T103225,U10056,M1001,utilities,89.03,2026-07-11 02:36:06,0
T106418,U10205,M1008,travel,12.93,2026-07-11 03:49:43,0
T100952,U10293,M1019,crypto,192.16,2026-07-11 04:52:25,0
T100056,U10008,M1019,crypto,36.57,2026-07-11 04:54:54,0
T107805,U10072,M1021,gaming,19.7,2026-07-11 05:19:05,0
T105092,U10106,M1058,utilities,31.49,2026-07-11 05:19:05,0
T103080,U10109,M1032,grocery,279.45,2026-07-11 05:37:26,0
T105500,U10029,M1039,restaurant,124.09,2026-07-11 05:47:32,0
T101469,U10165,M1010,gambling,26.16,2026-07-11 05:51:48,0
T101229,U10115,M1034,fashion,21.06,2026-07-11 06:35:10,0
T101626,U10239,M1031,travel,84.24,2026-07-11 07:01:39,0
T107840,U10091,M1035,grocery,19.46,2026-07-11 07:02:13,0
T103755,U10220,M1047,fashion,18.12,2026-07-11 07:40:03,0
T101059,U10136,M1012,utilities,100.15,2026-07-11 08:27:43,0
T106023,U10280,M1027,fashion,130.62,2026-07-11 09:30:37,0
T104604,U10114,M1058,utilities,52.95,2026-07-11 09:43:44,0
T104126,U10103,M1019,crypto,24.93,2026-07-11 09:50:50,0
T100899,U10264,M1018,fashion,31.75,2026-07-11 10:34:10,0
T100241,U10027,M1059,restaurant,73.04,2026-07-11 10:37:08,0
T103208,U10184,M1027,fashion,20.31,2026-07-11 10:42:56,0
T106269,U10067,M1029,crypto,35.6,2026-07-11 10:55:19,0
T101568,U10257,M1015,utilities,52.31,2026-07-11 10:56:39,0
T100732,U10279,M1018,fashion,176.19,2026-07-11 11:46:30,0
T100338,U10077,M1042,utilities,41.92,2026-07-11 12:05:46,0
T102641,U10164,M1043,gaming,27.35,2026-07-11 12:09:35,0
T103094,U10240,M1056,gambling,47.06,2026-07-11 12:15:10,0
T102669,U10284,M1024,utilities,158.24,2026-07-11 12:40:44,0
T100875,U10046,M1055,grocery,35.89,2026-07-11 12:42:57,0
T104444,U10107,M1042,utilities,77.62,2026-07-11 12:54:23,0
T104342,U10278,M1012,utilities,42.56,2026-07-11 13:24:32,0
T100094,U10157,M1020,gambling,22.77,2026-07-11 13:28:04,0
T103757,U10118,M1026,crypto,113.09,2026-07-11 13:40:53,0
T103833,U10006,M1047,fashion,84.14,2026-07-11 13:57:39,0
T103590,U10222,M1027,fashion,70.95,2026-07-11 14:37:52,0
T101076,U10214,M1000,grocery,94.99,2026-07-11 14:58:58,0
T107395,U10154,M1055,grocery,28.66,2026-07-11 15:32:10,0
T100660,U10147,M1036,fashion,47.7,2026-07-11 16:06:32,0
T102966,U10162,M1012,utilities,29.3,2026-07-11 16:16:59,0
T107816,U10100,M1043,gaming,54.23,2026-07-11 16:19:30,0
T104524,U10101,M1018,fashion,14.91,2026-07-11 16:50:59,0
T106331,U10132,M1034,fashion,61.46,2026-07-11 16:51:00,0
T103555,U10049,M1034,fashion,46.38,2026-07-11 17:16:27,0
T104863,U10148,M1046,crypto,70.93,2026-07-11 17:32:23,0
T101060,U10238,M1047,fashion,65.51,2026-07-11 17:33:49,0
T103569,U10243,M1039,restaurant,111.1,2026-07-11 17:44:09,0
T105574,U10295,M1020,gambling,104.12,2026-07-11 17:56:07,0
T105301,U10033,M1015,utilities,36.05,2026-07-11 18:01:56,0
T101761,U10262,M1012,utilities,29.29,2026-07-11 18:22:29,0
T107626,U10226,M1022,electronics,134.56,2026-07-11 19:01:46,0
T106850,U10296,M1046,crypto,11.61,2026-07-11 19:12:38,0
T107332,U10016,M1052,gaming,195.93,2026-07-11 19:21:13,0
T106863,U10248,M1013,utilities,121.32,2026-07-11 19:53:33,1
T106859,U10163,M1009,grocery,156.29,2026-07-11 20:37:01,0
T105220,U10202,M1013,utilities,45.1,2026-07-11 20:46:03,0
T101403,U10158,M1007,restaurant,33.72,2026-07-11 20:48:01,0
T100030,U10216,M1029,crypto,13.19,2026-07-11 20:50:12,0
T102444,U10017,M1003,crypto,33.92,2026-07-11 21:38:55,0
T105014,U10232,M1026,crypto,27.71,2026-07-11 21:55:26,0
T105195,U10110,M1038,travel,23.08,2026-07-11 22:04:04,0
T101381,U10271,M1052,gaming,42.5,2026-07-11 22:20:37,0
T102790,U10002,M1000,grocery,21.23,2026-07-11 22:21:23,0
T105408,U10102,M1032,grocery,92.34,2026-07-11 22:37:07,0
T104130,U10281,M1001,utilities,45.26,2026-07-11 22:46:53,0
T100570,U10232,M1019,crypto,23.13,2026-07-11 22:58:58,0
T100272,U10179,M1037,fashion,19.53,2026-07-11 23:07:39,0
T101581,U10274,M1050,utilities,25.31,2026-07-11 23:50:24,0
T100521,U10243,M1007,restaurant,117.36,2026-07-11 23:58:24,0
T106547,U10222,M1043,gaming,113.17,2026-07-12 00:35:35,0
T103991,U10267,M1053,crypto,27.61,2026-07-12 00:46:01,0
T105344,U10171,M1021,gaming,67.45,2026-07-12 01:20:27,0
T101639,U10271,M1026,crypto,39.55,2026-07-12 01:23:37,0
T104620,U10256,M1003,crypto,46.22,2026-07-12 02:16:36,0
T105864,U10080,M1000,grocery,12.39,2026-07-12 02:27:46,0
T105493,U10099,M1053,crypto,20.77,2026-07-12 03:15:20,0
T105343,U10020,M1018,fashion,975.76,2026-07-12 03:24:50,0
T106769,U10161,M1028,gambling,71.27,2026-07-12 03:54:15,0
T103193,U10009,M1050,utilities,84.69,2026-07-12 04:20:00,0
T100813,U10114,M1008,travel,14.1,2026-07-12 04:51:59,0
T106421,U10085,M1025,restaurant,40.73,2026-07-12 04:53:41,0
T107292,U10218,M1056,gambling,145.67,2026-07-12 04:58:09,0
T102344,U10172,M1035,grocery,33.16,2026-07-12 05:02:42,0
T107244,U10072,M1003,crypto,46.84,2026-07-12 05:36:20,0
T105760,U10120,M1001,utilities,43.98,2026-07-12 06:25:52,0
T104171,U10248,M1009,grocery,55.67,2026-07-12 06:43:21,0
T103406,U10100,M1017,electronics,45.23,2026-07-12 06:52:42,0
T100013,U10136,M1012,utilities,131.36,2026-07-12 06:58:57,0
T102776,U10171,M1051,electronics,57.13,2026-07-12 07:50:12,0
T107081,U10207,M1015,utilities,49.16,2026-07-12 07:58:28,0
T105140,U10197,M1000,grocery,81.02,2026-07-12 08:08:39,0
T104581,U10007,M1050,utilities,40.55,2026-07-12 08:31:31,0
T104439,U10291,M1015,utilities,52.33,2026-07-12 08:46:51,0
T102468,U10182,M1039,restaurant,96.83,2026-07-12 09:27:46,0
T105807,U10074,M1048,restaurant,10.83,2026-07-12 09:28:17,0
T103666,U10213,M1022,electronics,17.83,2026-07-12 09:33:35,0
T102345,U10162,M1013,utilities,12.54,2026-07-12 09:34:07,0
T105181,U10132,M1004,crypto,237.67,2026-07-12 09:40:24,1
T107657,U10252,M1006,grocery,75.7,2026-07-12 10:11:46,0
T104136,U10298,M1052,gaming,23.12,2026-07-12 10:45:34,0
T100231,U10029,M1012,utilities,155.5,2026-07-12 10:45:38,0
T101811,U10209,M1013,utilities,92.44,2026-07-12 11:06:04,0
T100516,U10039,M1010,gambling,17.81,2026-07-12 11:09:46,0
T101503,U10234,M1042,utilities,25.76,2026-07-12 11:22:47,0
T102621,U10103,M1042,utilities,32.25,2026-07-12 11:46:25,0
T103431,U10047,M1026,crypto,203.02,2026-07-12 12:15:41,0
T103820,U10293,M1055,grocery,6.66,2026-07-12 12:34:19,0
T107291,U10091,M1038,travel,20.33,2026-07-12 12:50:01,0
T105123,U10204,M1014,utilities,20.95,2026-07-12 13:14:36,0
T100325,U10101,M1043,gaming,22.14,2026-07-12 13:18:08,0
T102514,U10163,M1047,fashion,98.67,2026-07-12 13:48:57,0
T106073,U10284,M1006,grocery,66.51,2026-07-12 13:54:24,0
T103300,U10147,M1046,crypto,17.23,2026-07-12 13:58:25,0
T105923,U10007,M1012,utilities,9.96,2026-07-12 15:07:23,0
T107184,U10162,M1023,pharmacy,47.26,2026-07-12 15:17:23,0
T101547,U10070,M1030,crypto,16.05,2026-07-12 15:18:15,0
T106909,U10074,M1035,grocery,59.21,2026-07-12 15:22:06,0
T100283,U10212,M1050,utilities,49.88,2026-07-12 16:05:16,0
T102068,U10213,M1051,electronics,5.61,2026-07-12 16:11:09,0
T103378,U10075,M1031,travel,61.29,2026-07-12 17:09:22,0
T107866,U10149,M1031,travel,47.53,2026-07-12 17:31:04,0
T105091,U10275,M1058,utilities,36.75,2026-07-12 18:04:04,0
T104366,U10154,M1027,fashion,234.77,2026-07-12 18:56:03,0
T100102,U10288,M1036,fashion,42.95,2026-07-12 19:12:29,0
T101110,U10249,M1036,fashion,106.4,2026-07-12 19:20:51,0
T105712,U10114,M1016,gambling,26.45,2026-07-12 19:29:32,0
T101400,U10155,M1047,fashion,276.03,2026-07-12 19:34:53,0
T106794,U10225,M1045,pharmacy,39.53,2026-07-12 19:35:30,0
T103986,U10265,M1030,crypto,89.81,2026-07-12 19:47:55,0
T107433,U10134,M1013,utilities,130.05,2026-07-12 20:10:31,0
T102676,U10248,M1016,gambling,72.33,2026-07-12 21:03:12,0
T102162,U10166,M1010,gambling,25.0,2026-07-12 21:22:10,0
T106891,U10097,M1026,crypto,10.48,2026-07-12 21:53:34,0
T104347,U10235,M1042,utilities,52.76,2026-07-12 21:59:37,0
T107157,U10067,M1025,restaurant,20.47,2026-07-12 22:43:21,0
T104893,U10144,M1024,utilities,43.89,2026-07-12 22:52:21,0
T107922,U10196,M1051,electronics,483.04,2026-07-12 23:07:35,0
T100598,U10177,M1004,crypto,27.06,2026-07-12 23:08:34,0
T100186,U10130,M1046,crypto,45.73,2026-07-12 23:13:58,1
T103244,U10076,M1043,gaming,13.91,2026-07-13 00:03:38,0
T106762,U10186,M1011,pharmacy,124.38,2026-07-13 00:25:27,0
T102125,U10050,M1007,restaurant,117.6,2026-07-13 00:36:16,0
T101340,U10124,M1000,grocery,16.07,2026-07-13 00:43:08,0
T100084,U10018,M1026,crypto,35.38,2026-07-13 00:50:00,0
T105118,U10093,M1005,fashion,101.71,2026-07-13 00:57:40,0
T100555,U10027,M1012,utilities,98.83,2026-07-13 02:20:24,1
T100452,U10126,M1028,gambling,134.76,2026-07-13 02:23:15,0
T102559,U10033,M1029,crypto,45.02,2026-07-13 02:35:39,0
T107821,U10037,M1033,gambling,31.52,2026-07-13 02:45:52,0
T107803,U10240,M1009,grocery,16.51,2026-07-13 02:53:45,0
T104808,U10117,M1057,electronics,17.68,2026-07-13 02:57:18,0
T105619,U10127,M1003,crypto,85.29,2026-07-13 03:41:50,0
T100024,U10219,M1018,fashion,72.09,2026-07-13 03:47:33,0
T104481,U10281,M1051,electronics,34.63,2026-07-13 04:02:56,0
T105334,U10062,M1046,crypto,13.46,2026-07-13 04:09:00,0
T101041,U10170,M1051,electronics,55.79,2026-07-13 04:29:16,0
T107784,U10015,M1055,grocery,24.05,2026-07-13 04:37:23,0
T104870,U10227,M1043,gaming,40.28,2026-07-13 05:51:18,0
T104159,U10279,M1035,grocery,82.93,2026-07-13 06:02:51,0
T103123,U10110,M1000,grocery,136.74,2026-07-13 06:07:48,1
T107584,U10104,M1054,crypto,38.08,2026-07-13 07:07:51,0
T104365,U10256,M1053,crypto,22.88,2026-07-13 07:25:25,0
T106209,U10200,M1000,grocery,30.59,2026-07-13 07:35:50,0
T105946,U10047,M1045,pharmacy,43.33,2026-07-13 08:13:08,0
T107668,U10243,M1010,gambling,66.46,2026-07-13 09:25:39,0
T102969,U10106,M1043,gaming,37.39,2026-07-13 09:33:35,0
T100466,U10083,M1021,gaming,16.04,2026-07-13 09:34:11,0
T107374,U10159,M1059,restaurant,221.32,2026-07-13 10:23:04,0
T102378,U10214,M1021,gaming,155.0,2026-07-13 10:34:02,0
T107508,U10250,M1015,utilities,13.24,2026-07-13 10:43:37,0
T103872,U10040,M1049,utilities,13.54,2026-07-13 10:46:33,0
T107469,U10100,M1012,utilities,13.76,2026-07-13 10:59:23,0
T105514,U10011,M1059,restaurant,17.76,2026-07-13 11:14:58,0
T103843,U10197,M1058,utilities,361.36,2026-07-13 11:58:34,0
T100727,U10274,M1039,restaurant,117.47,2026-07-13 12:02:58,0
T105874,U10287,M1035,grocery,34.5,2026-07-13 12:25:26,0
T101623,U10026,M1038,travel,34.05,2026-07-13 12:44:27,0
T100055,U10147,M1023,pharmacy,286.29,2026-07-13 12:47:29,0
T102339,U10267,M1026,crypto,277.66,2026-07-13 12:51:39,0
T100696,U10142,M1057,electronics,29.19,2026-07-13 13:07:47,0
T105142,U10242,M1053,crypto,29.42,2026-07-13 13:37:42,0
T102778,U10066,M1047,fashion,33.97,2026-07-13 13:39:40,0
T107595,U10048,M1000,grocery,1016.96,2026-07-13 14:38:37,1
T106518,U10283,M1046,crypto,164.64,2026-07-13 15:29:24,0
T105824,U10100,M1004,crypto,11.38,2026-07-13 15:32:34,0
T107110,U10090,M1006,grocery,14.29,2026-07-13 15:36:20,1
T107655,U10227,M1025,restaurant,24.01,2026-07-13 16:00:42,0
T107964,U10062,M1027,fashion,60.94,2026-07-13 16:09:25,0
T101987,U10281,M1046,crypto,36.53,2026-07-13 16:11:18,0
T105690,U10027,M1034,fashion,54.26,2026-07-13 16:37:33,0
T104152,U10254,M1055,grocery,58.27,2026-07-13 16:48:01,0
T104051,U10279,M1007,restaurant,110.71,2026-07-13 17:03:25,0
T106589,U10266,M1049,utilities,25.57,2026-07-13 17:47:24,0
T102072,U10272,M1026,crypto,50.02,2026-07-13 18:01:36,0
T101280,U10210,M1021,gaming,86.54,2026-07-13 18:50:42,0
T105708,U10284,M1037,fashion,28.67,2026-07-13 18:57:55,0
T101680,U10166,M1013,utilities,55.43,2026-07-13 19:01:25,0
T103492,U10105,M1048,restaurant,28.12,2026-07-13 19:22:59,0
T100738,U10018,M1008,travel,68.7,2026-07-13 20:28:37,0
T105875,U10055,M1009,grocery,32.41,2026-07-13 20:50:34,0
T106456,U10084,M1000,grocery,39.88,2026-07-13 21:05:43,0
T103664,U10146,M1024,utilities,223.21,2026-07-13 21:10:06,0
T103516,U10074,M1059,restaurant,58.48,2026-07-13 21:25:20,0
T103668,U10013,M1015,utilities,39.86,2026-07-13 21:56:05,0
T103292,U10044,M1015,utilities,43.39,2026-07-13 22:01:33,0
T102849,U10257,M1000,grocery,75.98,2026-07-13 22:10:51,0
T100844,U10192,M1036,fashion,8.07,2026-07-13 22:31:47,0
T104048,U10005,M1009,grocery,66.92,2026-07-13 23:09:19,0
T100602,U10268,M1013,utilities,24.53,2026-07-14 00:00:24,0
T101749,U10095,M1056,gambling,31.13,2026-07-14 00:24:01,0
T102825,U10269,M1047,fashion,37.58,2026-07-14 00:47:15,0
